15,13,6,0,0,7,0,148,86.4809,61.5191,101.44096,46.55904
218,378,5,28,1,1,2,7,146.8697,139.8697,104.089714,97.089714
22,1,10,95,1,3,0,114,121.466255,7.466255,107.9219,6.0781
15,5,10,86.25,0.5,3,0,105,121.64758,16.64758,108.24427,3.24427
5,2,12,79.5,2.5,6,0,113,112.35241,0.64759,110.97073,2.02927
254,116,4,136.75,0.75,1,0,36,153.53893,117.53893,111.25183,75.25183
6,5,5,77.5,1.5,1,3,138,123.23563,14.76437,123.65289,14.34711
254,116,4,136.75,0.75,1,2,269,137.03207,131.96793,125.54323,143.45677
50,55,9,0,0,1,2,129,99.769646,29.230354,137.54,8.54
186,79,8,208.8,1.2,1,0,139,150.47267,11.47267,146.82425,7.82425
189,480,7,300.9444444,2,6,2,171,4.9150357,166.0849643,153.30692,17.69308
22,2,7,188.5,1.5,0,3,194,169.67255,24.32745,199.80565,5.80565
256,158,8,238.6,2,1,1,188,164.34578,23.65422,206.25922,18.25922
740,320,3,51,1,1,0,2,48.491314,46.491314,208.82098,206.82098
21000,605,6,4437.5,18.83333333,3,2,325,621.64044,296.64044,218.83028,106.16972
1000,478,8,365.3333333,1,3,2,346,293.1907,52.8093,225.04596,120.95404
801,1000,5,81.75,0.5,1,1,208,292.08392,84.08392,232.64922,24.64922
3300,105,12,881.3333333,6.666666667,7,1,196,471.1617,275.1617,258.30478,62.30478
24000,19900,6,591.8333333,0.833333333,1,1,265,279.24045,14.24045,286.29648,21.29648
453,214,4,310.6666667,3.5,1,4,310,290.94345,19.05655,308.1582,1.8418
512,438,15,0,0,5,4,275,166.18286,108.81714,313.47684,38.47684
1400,39,9,167.2,0.8,5,1,166,489.63504,323.63504,324.35382,158.35382
9600,377,7,1159.166667,7.833333333,3,0,168,418.62048,250.62048,334.50262,166.50262
1400,39,5,139.8333333,0.666666667,3,1,766,287.6148,478.3852,336.4829,429.5171
19400,10,7,391.6666667,9.333333333,1,2,298,463.30444,165.30444,344.90085,46.90085
17300,257,6,6933.833333,24.83333333,5,0,362,705.04614,343.04614,348.2904,13.7096
1400,39,9,167.2,0.8,4,1,233,434.60748,201.60748,360.3065,127.3065
6300,180,9,250.6666667,0.5,1,0,315,277.42996,37.57004,369.65448,54.65448
69,12,5,108.2,0.6,1,2,370,182.15903,187.84097,375.04852,5.04852
2800,1200,5,243.5,1.5,1,2,368,382.1558,14.1558,375.7644,7.7644
1400,39,6,139.8333333,0.666666667,2,1,526,278.01324,247.98676,386.71008,139.28992
1400,492,4,617.6666667,4.666666667,5,7,281,273.92276,7.07724,387.1601,106.1601
1400,39,5,139.8333333,0.666666667,4,4,202,376.68024,174.68024,427.95224,225.95224
1400,39,11,139.8333333,0.666666667,6,2,705,663.449,41.551,444.03378,260.96622
1800,13700,10,367.6666667,2.166666667,7,2,482,4.9150357,477.0849643,460.88245,21.11755
2200,2100,5,119.5,1.333333333,1,4,435,295.23352,139.76648,471.6074,36.6074
1400,39,9,139.8333333,0.666666667,4,2,460,475.58157,15.58157,487.39017,27.39017
708,1800,6,0,0,3,4,677,679.9185,2.9185,598.971,78.029
3100,399,7,548.6666667,6.5,3,6,617,523.4398,93.5602,624.6459,7.6459
40000,114,5,3066,17.83333333,1,4,700,993.20966,293.20966,664.83075,35.16925
209,155,6,538.6666667,2.166666667,5,6,723,719.2166,3.7834,738.315,15.315
1600,1700,8,932,4.166666667,6,3,792,4.9150357,787.0849643,781.8815,10.1185
9700,940,5,0,0,1,2,779,808.5077,29.5077,809.5192,30.5192
8700,76,4,9513.333333,28.66666667,10,6,688,630.85846,57.14154,887.4509,199.4509
1400,39,7,139.8333333,0.666666667,4,4,1000,452.4309,547.5691,918.8699,81.1301
68,90,4,303.2,4.6,1,16,926,947.06165,21.06165,939.3455,13.3455
13200,334,6,5561.166667,55.33333333,1,13,969,546.7186,422.2814,958.24347,10.75653
17000,622,4,471.5,2.333333333,1,6,1000,1060.2853,60.2853,1008.1588,8.1588
44000,3300,7,30580,97.2,3,6,1100,896.30493,203.69507,1062.2423,37.7577
1400,39,8,167.2,0.8,5,9,1000,656.96924,343.03076,1081.4193,81.4193
34000,147,10,0,0,11,13,1300,767.6923,532.3077,1312.8322,12.8322
1800,665,3,134,0.833333333,1,9,1300,1255.6416,44.3584,1335.5226,35.5226
7100,56,7,2049.833333,13.83333333,1,8,1300,533.66003,766.33997,1356.2867,56.2867
44000,3300,7,25507.66667,81,4,7,1200,1941.9052,741.9052,1920.7512,720.7512
17000,622,4,469.6666667,2.333333333,1,18,1960,1156.2421,803.7579,1952.2594,7.7406
44000,3300,8,25571.66667,81,4,8,2300,1947.3147,352.6853,1953.2136,346.7864
44000,3300,6,25571.66667,81,4,9,2400,1946.4675,453.5325,1970.9551,429.0449
1000,449,27,0,0,1,14,2000,1992.3744,7.6256,1982.9923,17.0077
44000,3300,8,25557.5,81,5,13,2300,1943.3423,356.6577,2053.4875,246.5125
40000,2400,4,350.8333333,2.833333333,4,11,2100,2219.2446,119.2446,2059.556,40.444
34000,147,5,1654.333333,11.33333333,1,17,2300,812.6161,1487.3839,2221.958,78.042
1400,740,8,0,0,10,30,2700,2671.4133,28.5867,2703.1514,3.1514
